User_ID,ARPU
1,141.03895235445836
2,100.03878745371173
3,112.32057456095296
4,125.00400412503389
5,159.9133497956793
6,182.19837112010723
7,132.13446118272367
8,116.33606762559225
9,130.690112969611
10,137.75310851747673
11,113.58664748885617
12,155.90422711824644
13,124.60141518382804
14,129.95486178182787
15,133.31848504108922
16,128.43173221228912
17,136.77881000939226
18,107.65493626906154
19,108.83396492107939
20,97.9969153405661
21,128.79002461240452
22,135.57873007024227
23,129.15545732303772
24,153.48984866695076
25,119.88807962341907
26,133.37483311185025
27,98.16598247721372
28,112.25800595051199
29,133.91075515131556
30,136.98204221486287
31,114.12066104671635
32,118.56801496283866
33,89.64252506638381
34,112.85941598386782
35,137.80766327039572
36,131.50410032213134
37,130.01331442762418
38,120.9954737436192
39,120.14126317256353
40,106.79357721053105
41,133.97656840405068
42,128.41945888778778
43,129.84037695985597
44,109.47930314664839
45,76.93314160257512
46,141.9430542350739
47,110.42325087983191
48,102.74448471913759
49,133.86957823827987
50,112.1597472016174
51,141.19872768093245
52,132.34011899153396
53,133.67138646400954
54,92.68088577598931
55,144.23887970772802
56,125.22501062467713
57,112.61445721507593
58,122.86776934684502
59,84.4752953420336
60,128.17305622961342
61,99.41256983635857
62,92.94659428312931
63,89.55281627564219
64,142.2537674997985
65,107.41473212614423
66,150.67455419833
67,109.28397073895404
68,85.85284084814106
69,97.66951120102682
70,144.71623240013878
71,116.88203644126665
72,109.03425407018798
73,123.20036451705576
74,130.0356547233509
75,142.3479763180492
76,148.9699845978585
77,112.80462708421828
78,93.47904627835923
79,111.73069677753448
80,125.20561013165772
81,100.72482147578778
82,100.85698170209915
83,126.87575763099771
84,119.02695296859098
85,120.65593990823173
86,104.83009330599862
87,115.39198571588466
88,101.51533711463391
89,137.80396822249574
90,140.70498669447505
91,83.07624275523813
92,101.4097827961518
93,90.06941489819842
94,106.99952131186204
95,118.33124060419279
96,91.0070956060294
97,101.56280373749374
98,99.92085255837003
99,124.14534658797888
100,121.386886740725
101,105.56524893325494
102,123.53641744278796
103,109.06639830825469
104,114.56689779347893
105,153.46904180597073
106,146.80922103580696
107,94.00837526144805
108,136.59464835758348
109,136.22793108983183
110,97.03473422494764
111,136.3755528750972
112,150.75863836825107
113,97.54910387511173
114,101.64994357971473
115,140.35322933687004
116,125.42990621651296
117,131.02952550479046
118,126.81178432800994
119,127.81391841856288
120,93.47055743377834
121,140.94635413242895
122,143.39179984855548
123,115.41218511863944
124,119.13046100372276
125,89.37784994888555
126,130.2850951203567
127,131.44114883428287
128,118.75617966001379
129,142.48706719741006
130,113.31845538040119
131,131.292118517872
132,99.6067132261577
133,119.52895698251524
134,116.51291484194329
135,124.50615844081884
136,112.60946142333283
137,117.37054808656664
138,136.52094342883012
139,111.26471525523564
140,87.86845798522641
141,154.9916780841084
142,147.62908157380974
143,94.15474609788762
144,133.7941561049039
145,109.94050458897314
146,125.26974430662119
147,125.88448258026988
148,115.31184399367356
149,104.32468668827207
150,106.18917895367481
151,101.67616169037515
152,103.36355583539111
153,118.65643419901289
154,105.68480021778497
155,133.6410413142524
156,149.74492310671855
157,108.39893517259914
158,124.78809001070753
159,129.99370220605869
160,129.4400454183855
161,121.51910535832175
162,134.85364836719444
163,129.64497905361316
164,95.24675155345405
165,137.38312128778546
166,137.74581674533485
167,104.73427791642837
168,120.75875670895203
169,133.66657985622138
170,115.81372360841277
171,141.45956095532023
172,167.2774498923872
173,104.28027934730035
174,92.3791079369245
175,126.07637191209751
176,134.43125010252288
177,115.38267252310462
178,149.0652132664207
179,93.22788400553503
180,133.8583724606322
181,107.88278358482214
182,154.38755812414593
183,159.85030706336238
184,104.66686824433305
185,109.0088572818284
186,137.19175773959603
187,112.2573870042097
188,119.09177564135524
189,120.5077684108482
190,81.60653687604687
191,119.72324507811526
192,106.20544451871652
193,110.13754355200456
194,148.87264006937627
195,94.86986211441487
196,136.26410373495955
197,114.42074139336383
198,114.40479663008331
199,135.80743792103422
200,126.8010258913778
